"","tweet","sentiment"
"449","new video shamsi retracts qatar world cup amp double standards many speakers corner","neutral"
"450","many migrant workers died qatar know human cost world cup","negative"
"451","probably ok think qatar auths nothing derided bigotry certainly co","negative"
"452","world cup fans stopped security officials wearing rainbowcolored items","positive"
"453","antiisrael sentiments high qatars world cup propalestine atmosphere dominates","positive"
"454","good project always support project hope project always succeeds ac","positive"
"455","buds qatar decided ban alcohol world cup stadiums budweiser announced will send al","neutral"
"456","snatelows mens world cup flag xftqatar flag banner vivid colordurable polyester flags brass g","positive"
"457","usmnt mexico canada bow unexpected concacaf giants qatar","negative"
"458","world cup fans kashmir raise palestine flag lusail boulevard qatar","positive"
"459","fifa boss gianni infantino gives crass world cup presser","negative"
"460","iranian soccer fan forced change tshirt reading woman life freedom slogan used womens rights p","positive"
"461","qatar first held novemberdecember window fans watch world cup whats unique wat","positive"
"462","ahead world cup bishop calls critical look situation christians qatar ahead w","negative"
"463","fifa banned players wearing onelove armband world cup games qatar nothing can stop us sharing","neutral"
"464","hasil pertandingan group e spain germany","neutral"
"465","jual wts vidio piala dunia private bulan k hp dan tab sharing bulan user k","neutral"
"466","argentina v mexico fifa","neutral"
"467","great project comes great platform thank much great opportunity","positive"
"468","live broadcast opening match qatar ecuador years fifa world cup young fa","neutral"
"469","cant believe qatar didnt want streets world cup non inclusive","neutral"
"470","ive just qatar bankroll hamas made world cup political statement one bats eyeli","neutral"
"471","five talking points day eight fifa world cup inqatar","neutral"
"472","cat became sheik world cup qatar","neutral"
"473","qatar salvage draw keep world cup hopes alive","neutral"
"474","beautiful project highly appreciated team efforts visionary thought","positive"
"475","randoms qatar world cup","neutral"
"476","top de artistas bts charlie puth coldplay lbuns mais escutados proof astronaut dreamers music","positive"
"477","qatar world cup upsets qatar loss ecuador reinforced critic view never got wc hosting rights coz o","negative"
"478","fifa boss gives world reason ignore soccer qatar","negative"
"479","theres israel saudi fan tells reporter welcome qatar","positive"
"480","according first paragraph th chapter fifa statutes united states banned","neutral"
"481","dreamers music fifa official soundtrack de ha superado millones","neutral"
"482","cant wait see shit show will come na world cup havent seen single article","negative"
"483","flag drama coach pays tribute late daughter five talking points day seven w","neutral"
"484","project will useful future supported professional t","positive"
"485","us mens national soccer team announces tyler adams team captain world cup doha qatar","neutral"
"486","evening edition world cup escape geopolitics speaks","neutral"
"487","likely faces world cup group stage elimination qatar amp senegal b wales amp usa c mexico amp sau","negative"
"488","music fifa","neutral"
"489","riots brussels morocco beat belgium world cup match qatar world cup news","neutral"
"490","fifa world cup qatar opening ceremony quran clarification muhammad shaikh amazing explan","positive"
"491","wth sore losers dozen people detained police brussels sunday","negative"
"492","found music qatar official soundtrack using shazam son","neutral"
"493","project looks interesting interested will support project unti","positive"
"494","world cup host country qatar says welcome lgbtq fans staying away","positive"
"495","brazilians gather watch national soccer team debut world cup qatar keep protestin","neutral"
"496","okay since world cup qatar islamic country make cute little mascot laeeb djinn htt","positive"
"497","fifa world cup qatar finals tournament todays groups g amp h matches","neutral"
"498","great project great opportunity thanks opportunity best luck","positive"
"499","reminder fifa world cup heavily politicized corrupt qatar likely bid ludicrous amounts mone","negative"
"500","flag drama coach pays tribute late daughter five talking points day seven w","neutral"
"501","jung kook dreamers fifa opening ceremony lets get m views","negative"
"502","theres israel palestine saudi fan tells israeli reporter qatar world cup live tv","neutral"
"503","fewer palestinians died years foreign workers qatar since worl","negative"
"504","project bright futurered heartred heart really think proje","positive"
"505","best thing qatar world cup german fan scene boycotting ignominious propaganda instead","negative"
"506","belgium morocco moroccan defender achraf hakimi celebrates mother end group f soccer ma","positive"
"507","lgbtq rights issues persist host nation qatar two german fans told cnn stopped","neutral"
"508","fifa world cup qatar finals tournament results tables amp statistics ahead todays groups g amp h matches","neutral"
"509","dua lipa shuts rumors will performing opening ceremony qatar look forward vi","negative"
"510","follow account ill portal jon sokoloff qatar cover world cup","neutral"
"511","qatar engagement iran developed much according secu","neutral"
"512","participate qatar world cup quiz free win millions dollars event time utc","positive"
"513","israeli journalist upset hes seen many palestine flags qatar world cup","negative"
"514","hosting world cup bids crazy deciding powers use enrich power play money exchanging ha","neutral"
"515","believe faithful projectthe projector lot attractions hopefully t","positive"
"516","brazil must without injured star forward neymar switzerland world cup monday cristiano rona","neutral"
"517","bbc refused air world cup opening ceremony qatar started quran verse evidence ne","negative"
"518","moroccos atlas lions defeated belgium fifa world cup qatar moroccan club wydad casablanca won","positive"
"519","introducing official music video dreamers jung kook bts feat fahad al kubaisi f","neutral"
"520","traveling watch team play world cup took little longer usual two french fans decided best wa","positive"
"521","black friday giveaway cheering qatar world cup win x x enter retweet tweet","positive"
"522","qatar world cup upsets qatar loss ecuador reinforced critic view never got wc hosting righ","negative"
"523","canada eliminated world cup just two matches despite playing part entertaining","positive"
"524","uwu fwag dwama coach pays twibute wate daughtew hewe awe da five tawking points fwom day seven da","positive"
"525","beloved palestine beautiful countries morocco world cup fans sing solidarity","positive"
"526","great projectthanks developer admin give chance get airdrop","positive"
"527","jungkook will perform official soundtrack dreamers fifa opening ceremonythe ceremony w","neutral"
"528","qatar exemplifies top notch way things","positive"
"529","britains guardian reported last year least migrant workers many work","positive"
"530","multiple claimed met atmosphere hostility hatred world cup","negative"
"531","world cup qatars emir says faced unprecedented slander camp via","negative"
"532","best project ever happy participating project hope proje","positive"
"533","get access pass fifa showmax pro games live supersport","neutral"
"534","became first defending champions reach round world cup wc since b","neutral"
"535","fifa president gianni infantino europes criticism qatar world cup","negative"
"536","um world cup fans spending money helping sports wash happening qatar","positive"
"537","reward defeating argentina fifa saudi arabia rewarding football players wi","positive"
"538","jeopardised world cup hopes abdelhamid sabiri zakaria aboukhlals late goals","neutral"
"539","reading qatar world cup criticism strange gay womens workers rights issues somehow get mentioned alongs","negative"
"540","olympics","neutral"
"541","can someone pleas make dream come true go qatar world cup","negative"
"542","difference two pictures clear qatar people disabilities inaugurating football world cu","positive"
"543","gary linekers opening monologue start bbcs coverage fifa world cup qatar","neutral"
"544","free live streaming cameroon vs serbia","positive"
"545","biggest thing missing qatar world cup able witness maradonas live reactions argent","neutral"
"546","ahmed bin ali stadium qatar going host seven matches ongoing f","neutral"
"547","heading world cup built nft platform algorand blockchain afri","neutral"
"548","favourite footballer","neutral"
"549","favourite footballer","neutral"
"550","stunned thanks late goal world cup yesterday blow group e wide ope","neutral"
"551","ctvs heather wright atmosphere qatar hours canadas crucial match croatia world cu","neutral"
"552","looks protests marked qatar including one overnigh","negative"
"553","budweiser sponsoring able sell beers already shipping beers qatar gonna b","neutral"
"554","day fifa world cup matches qatar god willingly planning watch live stadium match br","positive"
"555","making money qatar normalizing country respected wo","neutral"
"556","indian presence fifa world cup west bengal exported kgs mutton qatar ahead tournament","neutral"
"557","now carrying revolution expressing protests white paper people love democ","neutral"
"558","see qatar world cup finals china india took part qualifiers","neutral"
"559","will young condemned david beckham controversial deal qatar world cup","negative"
"560","catholic group seeks justice world cup labourers deaths soccer world cup kickstarted qatar","neutral"
"561","gianni infantino qatars lastminute ban sale beer world cup stadiums","neutral"
"562","thomas parteys parent qatar cheer son ahead black stars world cup game south korea","positive"
"563","world cup fans raise wear palestinian flag qatar","positive"
"564","world cup host country qatar says welcome lgbtq fans staying away","positive"
"565","bangladesh world cup fan raises palestine flag ahead todays morrocobelgium match qatar","neutral"
"566","world cup host country qatar says welcome lgbtq fans staying away","positive"
"567","mint favorite football stars fifa world cup nft pfp project nft holder","positive"
"568","homosexuality illegal qatar lgbtq soccer fans say world cup shouldnt held country","neutral"
"569","israelis shunned qatar world cup welcome","neutral"
"570","israelis living cocoon surprised israelis shunned qatar world cup welco","negative"
"571","croatian model dubbed world cups sexiest fan flouts muslim qatars draconian dress code rules series da","negative"
"572","exclusive world cup soccer fans stopped security officials wearing rainbowcolored items vce zde","positive"
"573","rahmed al baker ceo katara studios charge qatar world cup opening ceremony asked jung","neutral"
"574","john barnes destroys host qatar world cup via","neutral"
"575","world baseball classic mar japan afc asian cup jun july qatar womens world cup j","neutral"
"576","police used water cannon teargas coming attack football supporters brought havo","negative"
"577","fantastic project great potential teams dedication ingenuity excellent","positive"
"578","many migrant workers died qatar human cost world cup","negative"
"579","semana top de artistas harry styles little mix blackpink lbuns mais escutados harrys house harry styles","positive"
"580","world cup performance s mother surprises arrives qatar","neutral"
"581","soccer excellent great goals big upsets passion pitch soccer unifier","positive"
"582","arab sports commentators best congratulations qatar hosting best world cup ever","positive"
"583","frankly condemn qatar hosting world cup stayed silent israel hosting eurovision song contest th","neutral"
"584","full time croatia maintain unbeaten run ongoing fifa world cup hammer spirited canada c","positive"
"585","qatar democracy despicable despotate cartoonish editorials russia hosted previ","negative"
"586","free horses present","positive"
"587","chinese home appliance maker midea group ratcheting efforts establish overseas manufacturing bases boost","positive"
"588","englands qatar world cup shirts made thai factory workers paid just hour","neutral"
"589","intersting amp team inspiration innovative approaches towar","positive"
"590","community gathered world cup activities daily chats ensue predictions made wls given join next str","neutral"
"591","football fans raise palestine flag spain vs germany world cup match qatar","positive"
"592","qatar brazilians qatar soccer world cup shout lula thief place prison h","negative"
"593","apple music us worldwide jung kook dreamers","negative"
"594","jungkook dreamers music fifa official soundtrack melon gen","neutral"
"595","highlights saturdays world cup group c match argentina kept qatar world cup hopes alive lionel messi","neutral"
"596","kenya rugby team shujaa s gone months without pay right now fundraising food accommodations","positive"
"597","qatar allowed israeli journalists fly doha part fifa brokered deal hasnt gone well","positive"
"598","qatar screwed world cup played june july playing games n","negative"
"599","highlights saturdays world cup match france became first team qualify knockout rounds qa","positive"
"600","interesting promising project believe lot merit work look","positive"
"601","u know proof fifa axe qatar even four years pl","neutral"
"602","catholic group seeks justice world cup labourers deaths soccer world cup kickstarted qatar","neutral"
"603","qat qat impact world cup controversies qatar","neutral"
"604","john oliver qatar reason believe fifa will ever right thing","positive"
"605","propalestinian sentiment overwhelming apartheid must also live world","negative"
"606","reason believe fifa will ever right thing","positive"
"607","john oliver qatar reason believe fifa will ever right thing","positive"
"608","tristan andrew tate speak qatar world cup drama via","neutral"
"609","heres piece last night qatar world cup","neutral"
"610","john olivers show qatar world cup supposed comedy done serious investigati","neutral"
"611","john oliver hbo devastating report qatar using slave labor foreign migrants build stadium infrastucture","negative"
"612","shocker zero coverage lead story","positive"
"613","israelis shunned qatar world cup welcome jerusalem post","neutral"
"614","heres last nights story qatar world cup one mans mothers scarf","neutral"
"615","qatar become first hosts history world cup knocked just two matches","neutral"
"616","promising initiator leader crypto world truly agreed","positive"
"617","doesnt compare iran used flag without t","neutral"
"618","fifa belgium vs morocco group f watch live telecast live streaming fo","neutral"
"619","beloved palestine beautiful countries morocco world cup fans sing solidari","positive"
"620","qatar never hosted tournament losers fans players soccerfootball","neutral"
"621","happened catch portion world cup game public space since actively avoiding game","neutral"
"622","lets remind everyone vax requirement even testing requirement get qata","neutral"
"623","creepy doglike robots seen dancing world cup","negative"
"624","great know project good project great team interesting concep","positive"
"625","every unexpected things happening world cup stronger teams defeated poor teams","neutral"
"626","celebrate world cup qatar new users register now wl get free sign get acti","positive"
"627","celebrating harassment journalists low dont care country j","negative"
"628","fifa spain vs germany fulltime","neutral"
"629","high marks received project read white paper study roadmap join project","neutral"
"630","agree great moment way world cup qatar another lying ant","neutral"
"631","fifa world cup senegal beat qatar groupa match","neutral"
"632","police used water cannons teargas coming attack football supporters brought havoc c","negative"
"633","progresses lgbtq rights remain issue security asked two german fans remove rain","neutral"
"634","like everything project experienced team unique idea experienced t","positive"
"635","jungkook behind scenes opening ceremony qatar world cup","neutral"
"636","catholic group seeks justice world cup labourers deaths soccer world cup kickstarted qatar","neutral"
"637","mikey long time first time will remote live world cup final qatar ill hang listen","negative"
"638","world cup qatar showed people china world longer quarantine ignited prote","neutral"
"639","agency clarified loona hyunjin absent todays mbc fifa qatar world cup preview show due schedule eps","neutral"
"640","chinamade green vehicles carrying fans around qatar world cup venues credit","positive"
"641","alireza faghani will referee group h match tuesday morning aedt also clash sha","negative"
"642","fully believe project become successful many investors charita","positive"
"643","destination take servant presence prophet ww wwiii w","neutral"
"644","even world cup make backward qatar civilized enough promote goodwill israelis","positive"
"645","know dos donts qatar fifa","neutral"
"646","fan holds picture journalist shireen abu akleh stands canadacroatia world cup match qatar","neutral"
"647","miss opportunity become part promising project","neutral"
"648","dont worry everyone will fix antisemitism nyc hes case taking cushy trip greece amp qatar","neutral"
"649","prophet continuously miraj ascent divinely presence ww wwii","positive"
"650","one thing qatar resist gay hard hard made exc","negative"
"651","herv renard fancam edit football coach fifa never weeknd edit","neutral"
"652","jung kook dreamers fifa opening ceremony views m stream now","negative"
"653","jews ran world cup israelnot qatar instead israel pariah qatar h","negative"
"654","yall really believe thats neymar qatar winning world cup","positive"
"655","just converted islam doha qatar ive come watch world cup seeing generosity muslims","positive"
"656","must gravitational field thats earth ww wwiii world w","neutral"
"657","dear care taliban oppression banning girls educations excluding women entirely fro","negative"
"658","monday matches looking forward watching qatar world cup","neutral"
"659","details unique project will find white paper experienced team","neutral"
"660","qatar world cup showcase believers allah guided us victory","positive"
"661","thats prophet established einsteins theory einstein ww wwiii wor","neutral"
"662","letting host foreseeable big mistake trying make world bow law now dem","negative"
"663","small number","neutral"
"664","world cup standings qatar group stage table schedule tiebreakers brazils tournament begins","neutral"
"665","daryl dk katz prices rogers edmonton nearly qatar world cup levels","neutral"
"666","catholic group seeks justice world cup labourers deaths soccer world cup kickstarted qatar","neutral"
"667","canada eliminated world cup just two matches despite playing part entertai","neutral"
"668","theres relevance time malakut world light ww wwiii world war nucl","neutral"
"669","square meters unilumin led screens shine pitch qatar worldcup","positive"
"670","iran coordinated qatar suppress opposition world cup iranian opposition journalists people carrying symb","negative"
"671","square meters unilumin led screens shine pitch qatar worldcup","positive"
"672","understand canceled world cup country qatar first pai","neutral"
"673","enjoy qatar can next world cup gonna complete embarrassment past tournaments","neutral"
"674","qatars metro man employee whos become fan favourite way directs people statio","neutral"
"675","qatar revoked permission reporters crew cover world cup without providing explanation th","neutral"
"676","qatar claims fifa world cup carbon neutral","neutral"
"677","revealed world cup chiefs switched air conditioning one hour englands draw usa qatar","neutral"
"678","fifa world cup results qatar yesterday november","neutral"
"679","life software program already written ww wwiii world war nuclea","neutral"
"680","leo messis last world cupanxiety fear worry couragethe world cup one tournament messi p","negative"
"681","host nation qatar first team get eliminated world cup","neutral"
"682","violence began moroccos victory sunday afternoon qatar secondhalf goals abdelhamid sa","positive"
"683","socceroos fans qatar celebrated australias famous world cup win overtunisia","positive"
"684","mashaallah children reciting quran opening ceremony fifa world cup qatar","neutral"
"685","faixas mais escutadas dreamers music fifa official soundtrack astronaut boy","neutral"
"686","semana vantebelle top de artistas bts jung kook jin lbuns mais escutados dreamers music fifa w","neutral"
"687","money behind expensive world cup history qatar numbers","negative"
"688","fantastic airdrop project tokapp going change entire scenario crypto currency","positive"
"689","victory struggle ww wwiii world war nuclear russia ukraine nato putin","neutral"
"690","messi argentina deserve world cup qatar like tweet","positive"
"691","world cup going complete fucking disaster teams youll lopsided terrible results t","negative"
"692","think much predecessors suffered us religion today","negative"
"693","team working tirelessly around clock make project one best ma","positive"
"694","qatar stadiums world cup will gigantic air conditioners blast cool air around stadium","positive"
"695","climate change making heat waves common outdoor labour dangerous can learn migra","negative"
"696","socceroos fans qatar celebrated australias famous world cup win overtunisia","positive"
"697","arent womens world cup surely better qatar ridiculousness","positive"
"698","fifa fifa partners adidas cocacola hyundai kia qatar airways qatar energy visa wanda fifa wo","neutral"
"699","tip youre flying fifa tournament airlines showing matches live infligh","neutral"
"700","qatar hosting world cup saudi arabia","neutral"
"701","sounds like main motivation qatar hosting world cup pr move","positive"
"702","noyou dont say holding world cup muslim nation expecting pro lgbtq surprised","neutral"
"703","belgian police detained dozen people made one arrest sunday moroccos victory worl","positive"
"704","good event everyone indifferent cryptocurrencies","neutral"
"705","analysis harassment israelis face world cup qatar abraham accords give israelis hope","negative"
"706","fifa fifa partners adidas cocacola hyundai kia qatar airways qatar energy visa wanda","neutral"
"707","long see list delegation took qatar world cup ni","neutral"
"708","shaytan plays make deeds seem fair amp good ww wwiii world war","positive"
"709","qat qat impact world cup controversies qatar","neutral"
"710","exclusive world cup soccer fans stopped security officials wearing rainbowcolored items","positive"
"711","qatar shit place host international event supposed filled diversity qatar d","negative"
"712","pictures jungkook restauranthotel staff qatar complete schedule world cup","neutral"
"713","believe saudi arabia beat argentina morocco beat belgium iran beat wales games fixed t","neutral"
"714","death secretary wins tonight im celebrity brand will dubious contentious fifa awarding","negative"
"715","soccer fans invited join watching two matches fifa rady shell jacobs par","positive"
"716","us loves country proud germany strong country","positive"
"717","qatar amp canada loss fifa world cup","negative"
"718","happens breath actually nourishes heart ww wwiii world war","neutral"
"719","way half england fans mighty upset excluded qatar world cup","positive"
"720","lidija bacic lille live acapella croatian national anthem fifa","neutral"
"721","thank admin excellent project airdrop success","positive"
"722","qatar supports terrorists therefore picked country world cup th","positive"
"723","spiritual paths based breath ww wwiii world war nuclear russia ukrain","positive"
"724","pink summer carnival tour nfr las vegas much start search now","neutral"
"725","tunisian fans display huge free palestine banner world cup qatar","positive"
"726","contest excellent chances wining time","positive"
"727","hahahahaha qatar got knocked world cup first hahahahaha suck ass twit thats get suspending account","negative"
"728","last world cup germany will fly qatar airways back munich airport","neutral"
"729","kid taught west corrupted greed amp evil muslim world beacon hope first","negative"
"730","just landed notable points experience far think ar","neutral"
"731","scandal brazil plus size model denied plane ride qatar worldcup","negative"
"732","world top topics media headlines china ukraine world cup world cup","positive"
"733","waykichains model beauty pageant coming heat fifa opening details","positive"
"734","arab football fans boycott israelis world cup israel murdered palestinians si","neutral"
"735","pes kimiampflat available now teams playerseven team","positive"
"736","fifa launched probe following complaint kosovo serbian flag hung dressing room qatar","negative"
"737","want developer project project ignites passion","positive"
"738","recently islamic state published image threatening qatar world cup","negative"
"739","schedule monday time tv thematches","neutral"
"740","world cup soccer fans stopped security officials wearing rainbowcolored items cnn fans","positive"
"741","hope american government can continue stand iranian protesters authority","neutral"
"742","moroccan fans raise free palestine flag morocco vs belgium world cup match qatar","positive"
"743","belgian police detained dozen people made one arrest sunday moroccos victory w","positive"
"744","lawmakers legislated ban lgbtq shapes forms taken admirable stance glori","positive"
"745","fifa world cup unserious starting xi players expect qatar including walker zimmerman","neutral"
"746","brussels police used water cannon teargas coming attack football supporters brought havo","negative"
"747","qatar world cup november giving away sconex egg enter comm","neutral"
"748","please forgive appearance havent showered changed clothes since qatar e","neutral"
"749","qatar world cup switzerland captain granit xhaka says qatar play football will lgbt v","neutral"
"750","middle east respiratory syndrome mers astonishing fatality rate per cent compared covids","neutral"
"751","qatar world cup diary fans great time despite england v usa sta via","positive"
"752","star parade qatar world cup sets record attendance world leaders vanguard via","neutral"
"753","world cup prize money much will winners earn purse breakdown teams players qatar sport","positive"
"754","look belgian police detained dozen people made one arrest sunday moroccos victory belgium","positive"
"755","protests far fifa world cup qatar","negative"
"756","lots love qatar sanju samson fans makes presence felt fifa world cup","positive"
"757","world cup casemiro key brazils hopes qatar gilberto silva","neutral"
"758","fifa made complete collection can found","neutral"
"759","fifa made complete collection can found","neutral"
"760","indian presence fifa world cup west bengal exported kgs mutton qatar ahead tournament","neutral"
"761","latest story tfc republic eliminated world cup humbling loss croatia defeat","neutral"
"762","time qatar world cup people killed islamic republic","negative"
"763","fifa al thumama stadium","neutral"
"764","please support project make successful expected","positive"
"765","fans hit back using posters match vs","positive"
"766","world cup filipino nun waves red card qatar human rights violations campaign strong symbolic value","positive"
"767","reason western countries objected hosting world cup","neutral"
"768","riots broken several belgian dutch cities morocco shocked belgium winning wo","negative"
"769","islamic republic received s free world cup tickets amp qatar gov given away different","positive"
"770","idea well developed strong team personally participate advise everyo","positive"
"771","news","neutral"
"772","qatar world cup diary media negativity beach day positivity via","negative"
"773","tunisian fans raise free palestine flag teams match australia world cup qatar","positive"
"774","re comments media show course qatar undeserving hosting","neutral"
"775","expletives redacted","neutral"
"776","fans qatar world cup warned camelflu","neutral"
"777","dreamers music fifa official soundtrack favorite","positive"
"778","police used water cannon teargas coming attack football fans brought havoc centre o","negative"
"779","qatar going get tourism payoff world cup one thing financially powerful innovative","positive"
"780","usmnt schedule qatar world cup begins usa mens soccer draw gareth bale wales","neutral"
"781","thank creating great project fa","positive"
"782","one best world cup far france team next round qatar canada eliminat","positive"
"783","fifa today predict winners nb follow page updates new cont","positive"
"784","qatar suporter criticize german team show solidarity ozil uyghur heard critics qatar c","negative"
"785","needed another reason oppose qatar hosting fifa","negative"
"786","must adhere qatari law alcohol pork product displays homosexuality result imprisonment fyre fest","negative"
"787","weve completed week many memorable moments greatest show earth sunday will see heavy hitters spain","positive"
"788","riots brussels morocco beat belgium world cup match qatar world cup news","neutral"
"789","spirit world cup football way qatar slamic cup sharia cup dawah cup definitely world cup football","neutral"
"790","reveal today king charless charity agrees multimillionpound deal underfire world cup hosts qatar k","neutral"
"791","say tottenham asked country host world cup","neutral"
"792","lets ask much share accompany project wish project success","positive"
"793","world cup filipino nun waves red card qatar human rights violations campaign strong symbolic value","positive"
"794","fifa decided punish cameroonian midfielder gal ondoua wearing boots russian flag wor","negative"
"795","seduce girl qatar already won fifa world cup","positive"
"796","camel flu qatar world cup fans warned mers diseases","neutral"
"797","lack faith project ready project cheering deve","positive"
"798","doan asano star incredible comeback germany v japan highlights fifa","positive"
"799","hosts various activities fans","positive"
"800","thought project hard share friends wrong think like","negative"
"801","infantino recognize places world highly inappropriate hold world cup amp bo","negative"
"802","part real legacy hosting","neutral"
"803","world cup alphonso davies scores canadas first goal finals loss croatia","negative"
"804","fifa chinaqatar youth cultural exchange activity held forme","neutral"
"805","huge respects japanese fans amazing literally clean stadium world cup match","positive"
"806","riots brussels morocco beat belgium fifa world cup violent riots erupted brussels seve","negative"
"807","qatar world cup tolerance said israel wouldve stopped turned back headline","neutral"
"808","strongly believe project team wishes project will achieve expecte","neutral"
"809","fifa world cup best bets odds bracket picks draw predictions soccer expert fading france qatar","positive"
"810","heart sadden riots infact couldnt imagine think shocked name","negative"
"811","qatar helps iran tackle amp silence iranian dissidents world cup tiny country used roll carp","negative"
"812","qatar forced allow israelis world cup new flash brief","neutral"
"813","theres israel fan tells reporter welcome qatar","positive"
"814","paola arrested raped forced flee qatar told one way avoid jail raped w","negative"
"815","frankly condemn qatar hosting world cup stayed silent israel hosting euro","neutral"
"816","doan asano star incredible comeback germany v japan highlights fifa","positive"
"817","will accompany project introduce friends participate","neutral"
"818","sketch sung ka yan modern metropolis fun money activities gold silver pen cm x cm f","positive"
"819","riots brussels morocco beat belgium fifa world cup violent riots erupted brussels seve","negative"
"820","stream buy dreamers youtube spotify apple ama","neutral"
"821","dont blame qatar barbaric act blame fifa giving world cup camel urine dr","negative"
"822","thank creating great project fav","positive"
"823","price drop panini prizm soccer hobby box seen price decrease","neutral"
"824","one achievements world cup qatar palestine lives hearts arabs muslims free p","positive"
"825","ilhan omar attending world cup qatar thats thats tweet","neutral"
"826","summary matter around world cup qatar jnp stay strong qatar muslim umah proud qatar","positive"
"827","disclosing name passengers irgc can fix oh wait stealing","negative"
"828","qatar world cup tolerance said israel wouldve stopped tuned back","neutral"
"829","harry kewell divides fans emotional socceroos commentary fifa world cup inqatar","positive"
"830","summary matter around world cup qatar jnp stay strong qatar muslim umah proud qata","positive"
"831","strange always thought soccer qatars world cup attacking jews mean israelis","negative"
"832","think good project needs community participation project well appreci","positive"
"833","wales england football fans throw punches chairs party strip tenerife many wales eng","positive"
"834","weltmeister der schande oder islamisten unter sich helped build stadiums qatar world cu","positive"
"835","history fifa children hufaaz quran memorizers invited recitation holy quran t","positive"
"836","qatar doesnt want world see world cup via","neutral"
"837","first time fifa world cup start reciting holly quran","neutral"
"838","well done qatar world cup exposing western hypocrisy","neutral"
"839","people maon people moaning qatar much right moan t","neutral"
"840","summary matter around world cup qatar stay strong qatar muslim umah proud qatar","positive"
"841","first time history fifa children hufaaz quran memorizers invited recitation holy qura","positive"
"842","main title design special girl different roles breaking special girl blur s","negative"
"843","first time fifa world cup start reciting holly quran","neutral"
"844","world cup fans refuse hand rainbowcolored items","neutral"
"845","world cup vibes qatar look fun","positive"
"846","mexico v argentina world cup qatar","neutral"
"847","portugal world cup schedule complete fixtures matches kickoff times dates games inqatar","neutral"
"848","jungkook dreamers fifa opening ceremony bangtantv now trending music youtube","neutral"
"849","summary matter around world cup qatar syp stay strong qatar muslim umah proud qatar","positive"
"850","first time history fifa childrenwho hufaazquran memorizers invited recitation holy qura","positive"
"851","used discover dreamers music fifa official soundtrack jung kook","negative"
"852","hate world cup way victimized community unbelievably disgusting maki","negative"
"853","hancock missing job celebrity jungle major media outcry drakeford missing job","negative"
"854","portugal world cup schedule complete fixtures matches kickoff times dates games inqatar","neutral"
"855","thank adminam excellent project airdrop success","positive"
"856","check article","neutral"
"857","israelis shunned qatar world cup welcome jerusalem post","neutral"
"858","world cup qatar probably one best world cups ever happen","positive"
"859","frankly condemn qatar hosting world cup stayed silent israel hosting eurovi","neutral"
"860","used discover dreamers music fifa official soundtrack jung kook","negative"
"861","world cup group outcomes final game netherlands going ecuador going senegal go","neutral"
"862","estimated expenditure billion fifa football world cup qatar x","neutral"
"863","hosts various activities fans","positive"
"864","fifa draws random sunday matchups intense spaingermany argentinamexico world c","negative"
"865","great scoop","positive"
"866","yes jerseys facility","neutral"
"867","israelis shunned qatar world cup welcome","neutral"
"868","whats interesting israeli zionists fake liberals really ones accusing antizionist qata","negative"
"869","israelis shunned qatar world cup welcome","neutral"
"870","alphonso davies scored canadas first ever goal just seconds thats fun ended t","positive"
"871","qatar world cup finally understand europeans pathetic hypocrite can respect anoth","negative"
"872","mean stories world cup human rights focus just iran palestine whether w","neutral"
"873","bring via shocker morocco sent latest shock waves ongoing world","negative"
"874","world cup political platform competition worlds best countries football qata","positive"
"875","namwamba got money sponsor world cup kenyan qatar","neutral"
"876","responsible safe operation smart contracts","positive"
"877","want rewatch dujun yoseop live qatar world cup broadcast english subs summary edit version","neutral"
"878","good thing world cup qatar us us trump loving magas","positive"
"879","qatar helping iran silence dissidents world cup","neutral"
"880","reflections offfield events opening week qatar read","neutral"
"881","level outrage russia hosted world cup completely","negative"
"882","migrant workers killed preparations world cup s racial social","negative"
"883","banner bayern fans berlin qatar world cup dead minutes football shame","negative"
"884","glorious sunday world cup final begins canada deserving qatar grey cup sunday nfl sunday","positive"
"885","esqatili reporter reporting qatar iran world cup expect sentence said mic","neutral"
"886","favourite footballer","neutral"
"887","taliban made millions world cup providing construction equipment build stadiums qatar","neutral"
"888","bbc sport looking qatar world cup final","neutral"
"889","cup express next faces senegal friday","neutral"
"890","world cup clashes brussels morocco beat belgium police used water cannon","neutral"
"891","chart youtube global top msicas novo dreamers fifa opening ceremony","positive"
"892","thursday emir qatar met king felipe vi spain brazil v serbia match evening jared","neutral"
"893","favourite footballer","neutral"
"894","get experience world cup first time thanks expense paid trip qatarthan","neutral"
"895","media treated qatar host world football cup","neutral"
"896","riots brussels morocco beat belgium world cup match qatar world cup news","neutral"
"897","portugal world cup schedule complete fixtures matches kickoff times dates games qatar uomoele","neutral"
"898","despite prince mohammeds recent directives state institutions support qatars world cup efforts remains unclea","positive"
"899","antisemitic congresswoman ilhan omar currently attending world cup qatar outrage","negative"
"900","fantastic airdrop project tokapp going change entire scenario crypto currency","positive"
"901","switzerland world cup squad final list players national team qatar","neutral"
"902","look dreamers make happen cause believe look dreamers ma","neutral"
"903","granit xhaka gives opinion one love message banned world cup qatar agree gr","positive"
"904","fifa join bet world cup deposit using link","neutral"
"905","saudi arabias gesture player suffered serious injury th","negative"
"906","glory organizing fifa world cup qatar billion dollars vs miseries humanity muslim countries","neutral"
"907","teenagers scores world cup","neutral"
